date,entry_time,entry_price,exit_time,exit_price,qty,pnl,return_pct,exit_reason,or_high,or_low,r_multiple,breakout_pct,vol_ratio,skipped_reason,cum_pnl,peak,dd
2026-02-16,2026-02-16 12:05:00+05:30,926.4,2026-02-16 15:15:00+05:30,924.55,41,-75.85000000000093,-0.1996977547495707,end_of_day,917.75,902.1,-0.07613168724279944,0.9425224734404769,1.9095833751403564,,-75.85000000000093,-75.85000000000093,0.0
2026-02-17,2026-02-17 13:40:00+05:30,927.1,2026-02-17 15:15:00+05:30,925.65,117,-169.65000000000532,-0.15640168266638393,end_of_day,925.3,918.6,-0.170588235294123,0.18372419755755381,3.5275150871005794,,-245.50000000000625,-75.85000000000093,-169.65000000000532
2026-04-07,2026-04-07 14:20:00+05:30,769.25,2026-04-07 15:15:00+05:30,771.55,121,278.2999999999945,0.2989925251868644,end_of_day,767.6,761.0,0.27878787878787326,0.23449713392391275,1.5188620952293488,,32.799999999988245,32.799999999988245,0.0
2026-04-21,2026-04-21 13:35:00+05:30,813.4,2026-04-21 15:15:00+05:30,811.5,54,-102.59999999999877,-0.23358741086795887,end_of_day,803.5,795.2,-0.10439560439560354,1.2383322962041128,1.86364637270141,,-69.80000000001053,32.799999999988245,-102.59999999999877
2026-04-29,2026-04-29 11:20:00+05:30,787.9,2026-04-29 15:00:00+05:30,780.25,130,-994.499999999997,-0.9709353978931308,stop_hit,786.0,780.25,-1.0,0.23536895674300543,1.5817317586616448,,-1064.3000000000075,32.799999999988245,-1097.0999999999958
